PoC AB12;
00-80-00-00-a0-00-af-5b - SALA 2.1 (AB12-P2-SALA-AL20);
01/10/2023 - 31/10/2023;
;
Timestamp;people - Número de personas detectadas (#) -  
19-10-2023 10:43:29;0
19-10-2023 10:48:29;0
19-10-2023 10:53:29;0
19-10-2023 10:58:29;0
19-10-2023 11:03:29;0
19-10-2023 11:08:29;0
19-10-2023 11:13:29;0
19-10-2023 11:18:29;0
19-10-2023 11:23:29;0
19-10-2023 11:28:29;0
19-10-2023 11:33:29;0
19-10-2023 11:38:29;0
19-10-2023 11:43:29;0
19-10-2023 11:48:29;0
19-10-2023 11:53:29;0
19-10-2023 11:58:29;0
19-10-2023 12:03:29;0
19-10-2023 12:08:29;0
19-10-2023 12:13:29;0
19-10-2023 12:18:29;0
19-10-2023 12:23:29;0
19-10-2023 12:28:29;0
19-10-2023 12:33:29;0
19-10-2023 12:38:29;0
19-10-2023 12:43:29;0
19-10-2023 12:48:29;0
19-10-2023 12:53:29;0
19-10-2023 12:58:29;0
19-10-2023 13:03:29;0
19-10-2023 13:08:29;0
19-10-2023 13:13:29;0
19-10-2023 13:18:29;0
19-10-2023 13:23:29;0
19-10-2023 13:28:30;0
19-10-2023 13:33:31;0
19-10-2023 13:38:31;0
19-10-2023 13:43:31;0
19-10-2023 13:48:31;0
19-10-2023 13:53:31;0
19-10-2023 13:58:31;0
19-10-2023 14:03:31;0
19-10-2023 14:08:31;0
19-10-2023 14:13:31;0
19-10-2023 14:18:31;0
19-10-2023 14:23:31;0
19-10-2023 14:28:31;0
19-10-2023 14:33:35;0
19-10-2023 14:38:31;0
19-10-2023 14:43:31;0
19-10-2023 14:48:31;0
19-10-2023 14:53:31;0
19-10-2023 14:58:31;0
19-10-2023 15:03:31;0
19-10-2023 15:08:31;0
19-10-2023 15:13:31;0
19-10-2023 15:18:31;0
19-10-2023 15:23:31;0
19-10-2023 15:28:31;0
19-10-2023 15:33:31;0
19-10-2023 15:38:31;0
19-10-2023 15:43:31;0
19-10-2023 15:48:31;0
19-10-2023 15:53:31;0
19-10-2023 15:58:31;0
19-10-2023 16:03:31;0
19-10-2023 16:08:31;0
19-10-2023 16:13:31;0
19-10-2023 16:18:31;0
19-10-2023 16:23:31;0
19-10-2023 16:28:31;0
19-10-2023 16:33:31;0
19-10-2023 16:38:31;0
19-10-2023 16:43:31;0
19-10-2023 16:48:31;0
19-10-2023 16:53:31;0
19-10-2023 16:58:31;0
19-10-2023 17:03:31;0
19-10-2023 17:08:31;0
19-10-2023 17:13:31;0
19-10-2023 17:23:32;0
19-10-2023 17:28:31;0
19-10-2023 17:33:32;0
19-10-2023 17:38:32;0
19-10-2023 17:43:33;0
19-10-2023 17:48:32;0
19-10-2023 17:53:33;0
19-10-2023 17:58:32;0
19-10-2023 18:03:33;0
19-10-2023 18:08:32;0
19-10-2023 18:13:32;0
19-10-2023 18:18:36;0
19-10-2023 18:23:33;0
19-10-2023 18:28:32;0
19-10-2023 18:33:33;0
19-10-2023 18:38:33;0
19-10-2023 18:43:33;0
19-10-2023 18:48:33;0
19-10-2023 18:53:33;0
19-10-2023 18:58:33;0
19-10-2023 19:03:34;0
19-10-2023 19:08:33;0
19-10-2023 19:13:33;0
19-10-2023 19:18:33;0
19-10-2023 19:23:33;0
19-10-2023 19:28:33;0
19-10-2023 19:33:35;0
19-10-2023 19:38:33;0
19-10-2023 19:43:33;0
19-10-2023 19:48:33;0
19-10-2023 19:53:34;0
19-10-2023 19:58:33;0
19-10-2023 20:03:33;0
19-10-2023 20:08:33;0
19-10-2023 20:13:33;0
19-10-2023 20:18:33;0
19-10-2023 20:23:36;0
19-10-2023 20:28:33;0
19-10-2023 20:33:33;0
19-10-2023 20:38:33;0
19-10-2023 20:43:37;0
19-10-2023 20:48:33;0
19-10-2023 20:53:34;0
19-10-2023 20:58:33;0
19-10-2023 21:03:33;0
19-10-2023 21:08:33;0
19-10-2023 21:13:33;0
19-10-2023 21:18:33;0
19-10-2023 21:23:34;0
19-10-2023 21:28:33;0
19-10-2023 21:33:33;0
19-10-2023 21:38:34;0
19-10-2023 21:43:35;0
19-10-2023 21:48:34;0
19-10-2023 21:53:34;0
19-10-2023 21:58:34;0
19-10-2023 22:03:34;0
19-10-2023 22:08:34;0
19-10-2023 22:13:34;0
19-10-2023 22:18:34;0
19-10-2023 22:23:34;0
19-10-2023 22:28:34;0
19-10-2023 22:33:35;0
19-10-2023 22:38:35;0
19-10-2023 22:43:35;0
19-10-2023 22:48:35;0
19-10-2023 22:53:37;0
19-10-2023 22:58:35;0
19-10-2023 23:03:35;0
19-10-2023 23:08:35;0
19-10-2023 23:13:35;0
19-10-2023 23:18:35;0
19-10-2023 23:23:35;0
19-10-2023 23:28:35;0
19-10-2023 23:33:35;0
19-10-2023 23:38:35;0
19-10-2023 23:43:35;0
19-10-2023 23:48:35;0
19-10-2023 23:53:35;0
19-10-2023 23:58:35;0
20-10-2023 00:03:35;0
20-10-2023 00:08:35;0
20-10-2023 00:13:35;0
20-10-2023 00:18:35;0
20-10-2023 00:23:35;0
20-10-2023 00:28:35;0
20-10-2023 00:33:35;0
20-10-2023 00:38:35;0
20-10-2023 00:43:35;0
20-10-2023 00:48:35;0
20-10-2023 00:53:35;0
20-10-2023 00:58:35;0
20-10-2023 01:03:35;0
20-10-2023 01:08:35;0
20-10-2023 01:13:35;0
20-10-2023 01:18:35;0
20-10-2023 01:23:35;0
20-10-2023 01:28:35;0
20-10-2023 01:33:35;0
20-10-2023 01:38:35;0
20-10-2023 01:43:35;0
20-10-2023 01:48:35;0
20-10-2023 01:53:36;0
20-10-2023 01:58:36;0
20-10-2023 02:03:36;0
20-10-2023 02:08:36;0
20-10-2023 02:13:36;0
20-10-2023 02:18:36;0
20-10-2023 02:23:36;0
20-10-2023 02:28:36;0
20-10-2023 02:33:36;0
20-10-2023 02:38:36;0
20-10-2023 02:43:36;0
20-10-2023 02:48:36;0
20-10-2023 02:53:36;0
20-10-2023 02:58:36;0
20-10-2023 03:03:36;0
20-10-2023 03:08:36;0
20-10-2023 03:13:37;0
20-10-2023 03:18:37;0
20-10-2023 03:23:37;0
20-10-2023 03:28:36;0
20-10-2023 03:33:37;0
20-10-2023 03:38:37;0
20-10-2023 03:43:37;0
20-10-2023 03:48:37;0
20-10-2023 03:53:37;0
20-10-2023 03:58:37;0
20-10-2023 04:03:37;0
20-10-2023 04:08:37;0
20-10-2023 04:13:37;0
20-10-2023 04:18:37;0
20-10-2023 04:23:37;0
20-10-2023 04:28:37;0
20-10-2023 04:33:37;0
20-10-2023 04:38:37;0
20-10-2023 04:43:37;0
20-10-2023 04:48:37;0
20-10-2023 04:53:37;0
20-10-2023 04:58:37;0
20-10-2023 05:03:37;0
20-10-2023 05:08:37;0
20-10-2023 05:13:37;0
20-10-2023 05:18:37;0
20-10-2023 05:23:37;0
20-10-2023 05:28:37;0
20-10-2023 05:33:37;0
20-10-2023 05:38:37;0
20-10-2023 05:43:37;0
20-10-2023 05:48:37;0
20-10-2023 05:53:37;0
20-10-2023 05:58:37;0
20-10-2023 06:03:38;0
20-10-2023 06:08:38;0
20-10-2023 06:13:38;0
20-10-2023 06:18:38;0
20-10-2023 06:23:38;0
20-10-2023 06:28:38;0
20-10-2023 06:33:38;0
20-10-2023 06:38:38;0
20-10-2023 06:43:38;0
20-10-2023 06:48:38;0
20-10-2023 06:53:38;0
20-10-2023 06:58:38;0
20-10-2023 07:03:38;0
20-10-2023 07:08:38;0
20-10-2023 07:13:38;0
20-10-2023 07:18:38;0
20-10-2023 07:23:38;0
20-10-2023 07:28:38;0
20-10-2023 07:33:38;0
20-10-2023 07:38:38;0
20-10-2023 07:43:38;0
20-10-2023 07:48:38;0
20-10-2023 07:53:38;0
20-10-2023 07:58:38;0
20-10-2023 08:03:38;0
20-10-2023 08:08:38;0
20-10-2023 08:13:38;0
20-10-2023 08:18:39;0
20-10-2023 08:23:39;0
20-10-2023 08:28:38;0
20-10-2023 08:33:39;0
20-10-2023 08:38:39;0
20-10-2023 08:43:39;0
20-10-2023 08:48:39;0
20-10-2023 08:53:39;0
20-10-2023 08:58:39;0
20-10-2023 09:03:39;0
20-10-2023 09:08:39;0
20-10-2023 09:13:39;0
20-10-2023 09:18:39;0
20-10-2023 09:23:39;0
20-10-2023 09:28:39;0
20-10-2023 09:33:39;0
20-10-2023 09:38:39;0
20-10-2023 09:43:39;0
20-10-2023 09:48:39;0
20-10-2023 09:53:39;0
20-10-2023 09:58:39;0
20-10-2023 10:03:40;0
20-10-2023 10:08:40;0
20-10-2023 10:13:40;0
20-10-2023 10:18:40;0
20-10-2023 10:23:40;0
20-10-2023 10:28:40;0
20-10-2023 10:33:40;0
20-10-2023 10:38:40;0
20-10-2023 10:43:40;0
20-10-2023 10:48:40;0
20-10-2023 10:53:40;0
20-10-2023 10:58:40;0
20-10-2023 11:03:40;0
20-10-2023 11:08:40;0
20-10-2023 11:13:40;0
20-10-2023 11:18:40;0
20-10-2023 11:23:40;0
20-10-2023 11:28:40;0
20-10-2023 11:33:40;0
20-10-2023 11:38:40;0
20-10-2023 11:43:40;0
20-10-2023 11:48:40;0
20-10-2023 11:53:40;0
20-10-2023 12:03:40;0
20-10-2023 12:08:40;0
20-10-2023 12:13:40;0
20-10-2023 12:18:40;0
20-10-2023 12:23:40;0
20-10-2023 12:28:40;0
20-10-2023 12:33:40;0
20-10-2023 12:38:41;0
20-10-2023 12:43:41;0
20-10-2023 12:48:41;0
20-10-2023 12:53:41;0
20-10-2023 12:58:41;0
20-10-2023 13:03:41;0
20-10-2023 13:05:19;1
20-10-2023 13:05:28;0
20-10-2023 13:08:41;0
20-10-2023 13:13:41;0
20-10-2023 13:18:41;0
20-10-2023 13:23:41;0
20-10-2023 13:28:41;0
20-10-2023 13:33:41;0
20-10-2023 13:38:41;0
20-10-2023 13:43:41;0
20-10-2023 13:46:50;1
20-10-2023 13:48:35;0
20-10-2023 13:48:43;0
20-10-2023 13:49:23;1
20-10-2023 13:50:41;1
20-10-2023 13:50:59;0
20-10-2023 13:51:14;1
20-10-2023 13:51:24;0
20-10-2023 13:51:53;1
20-10-2023 13:52:04;1
20-10-2023 13:53:41;1
20-10-2023 13:54:39;0
20-10-2023 13:57:56;1
20-10-2023 13:58:05;0
20-10-2023 13:58:41;0
20-10-2023 14:03:03;1
20-10-2023 14:03:41;1
20-10-2023 14:04:23;0
20-10-2023 14:06:03;1
20-10-2023 14:06:09;0
20-10-2023 14:06:47;1
20-10-2023 14:07:04;1
20-10-2023 14:07:28;0
20-10-2023 14:07:35;1
20-10-2023 14:08:42;1
20-10-2023 14:09:21;1
20-10-2023 14:10:12;0
20-10-2023 14:10:43;4
20-10-2023 14:11:13;0
20-10-2023 14:13:34;2
20-10-2023 14:13:41;5
20-10-2023 14:14:28;0
20-10-2023 14:14:43;0
20-10-2023 14:14:51;1
20-10-2023 14:15:43;3
20-10-2023 14:16:43;2
20-10-2023 14:17:43;2
20-10-2023 14:18:43;2
20-10-2023 14:19:43;2
20-10-2023 14:20:43;2
20-10-2023 14:21:43;2
20-10-2023 14:22:43;2
20-10-2023 14:23:43;2
20-10-2023 14:24:43;2
20-10-2023 14:25:43;2
20-10-2023 14:26:43;1
20-10-2023 14:27:47;1
20-10-2023 14:28:43;1
20-10-2023 14:29:43;1
20-10-2023 14:30:18;0
20-10-2023 14:30:27;1
20-10-2023 14:30:43;1
20-10-2023 14:31:43;1
20-10-2023 14:32:43;1
20-10-2023 14:33:32;0
20-10-2023 14:33:39;1
20-10-2023 14:33:48;1
20-10-2023 14:34:47;1
20-10-2023 14:35:43;2
20-10-2023 14:36:43;2
20-10-2023 14:37:43;2
20-10-2023 14:38:43;2
20-10-2023 14:39:43;2
20-10-2023 14:40:43;2
20-10-2023 14:41:46;2
20-10-2023 14:42:43;2
20-10-2023 14:43:43;2
20-10-2023 14:44:01;0
20-10-2023 14:44:43;0
20-10-2023 14:45:43;0
20-10-2023 14:46:43;0
20-10-2023 14:47:43;0
20-10-2023 14:48:43;0
20-10-2023 14:49:43;0
20-10-2023 14:50:43;0
20-10-2023 14:51:43;0
20-10-2023 14:52:11;1
20-10-2023 14:52:16;0
20-10-2023 14:52:43;0
20-10-2023 14:52:56;1
20-10-2023 14:53:05;0
20-10-2023 14:53:43;0
20-10-2023 14:54:43;0
20-10-2023 14:55:43;0
20-10-2023 14:56:43;0
20-10-2023 14:57:43;0
20-10-2023 14:58:43;0
20-10-2023 14:59:47;0
20-10-2023 15:00:43;0
20-10-2023 15:01:43;0
20-10-2023 15:02:43;0
20-10-2023 15:03:43;0
20-10-2023 15:04:43;0
20-10-2023 15:05:43;0
20-10-2023 15:05:59;1
20-10-2023 15:06:07;0
20-10-2023 15:06:43;0
20-10-2023 15:07:47;0
20-10-2023 15:08:07;1
20-10-2023 15:08:26;0
20-10-2023 15:08:43;0
20-10-2023 15:09:26;1
20-10-2023 15:09:33;0
20-10-2023 15:09:43;0
20-10-2023 15:10:43;0
20-10-2023 15:11:43;0
20-10-2023 15:12:43;0
20-10-2023 15:13:10;1
20-10-2023 15:13:19;0
20-10-2023 15:13:43;0
20-10-2023 15:14:43;0
20-10-2023 15:15:43;0
20-10-2023 15:16:40;1
20-10-2023 15:16:47;1
20-10-2023 15:16:55;1
20-10-2023 15:17:43;0
20-10-2023 15:18:43;0
20-10-2023 15:19:43;0
20-10-2023 15:20:43;0
20-10-2023 15:21:43;0
20-10-2023 15:22:43;0
20-10-2023 15:23:43;0
20-10-2023 15:24:43;0
20-10-2023 15:25:43;0
20-10-2023 15:26:43;1
20-10-2023 15:26:52;0
20-10-2023 15:27:43;0
20-10-2023 15:28:44;0
20-10-2023 15:29:43;0
20-10-2023 15:30:43;0
20-10-2023 15:31:43;0
20-10-2023 15:32:43;0
20-10-2023 15:33:08;1
20-10-2023 15:33:19;1
20-10-2023 15:33:43;1
20-10-2023 15:33:55;0
20-10-2023 15:34:43;0
20-10-2023 15:35:30;1
20-10-2023 15:35:40;0
20-10-2023 15:35:46;1
20-10-2023 15:35:53;0
20-10-2023 15:36:09;1
20-10-2023 15:36:16;0
20-10-2023 15:36:38;1
20-10-2023 15:36:45;0
20-10-2023 15:37:06;1
20-10-2023 15:37:15;0
20-10-2023 15:37:43;0
20-10-2023 15:38:43;0
20-10-2023 15:39:43;0
20-10-2023 15:40:43;0
20-10-2023 15:41:43;0
20-10-2023 15:43:43;0
20-10-2023 15:44:43;0
20-10-2023 15:45:43;0
20-10-2023 15:46:43;0
20-10-2023 15:47:43;0
20-10-2023 15:48:43;0
20-10-2023 15:49:43;0
20-10-2023 15:50:43;0
20-10-2023 15:51:43;0
20-10-2023 15:52:43;0
20-10-2023 15:53:43;0
20-10-2023 15:54:43;0
20-10-2023 15:55:43;0
20-10-2023 15:56:43;0
20-10-2023 15:57:43;0
20-10-2023 15:58:43;0
20-10-2023 15:59:43;0
20-10-2023 16:00:43;0
20-10-2023 16:01:43;0
20-10-2023 16:02:43;0
20-10-2023 16:03:43;0
20-10-2023 16:04:43;0
20-10-2023 16:05:43;0
20-10-2023 16:06:43;0
20-10-2023 16:07:43;0
20-10-2023 16:08:43;0
20-10-2023 16:09:43;0
20-10-2023 16:10:43;0
20-10-2023 16:11:43;0
20-10-2023 16:12:43;0
20-10-2023 16:13:43;0
20-10-2023 16:14:43;0
20-10-2023 16:15:43;0
20-10-2023 16:16:43;0
20-10-2023 16:17:47;0
20-10-2023 16:18:43;0
20-10-2023 16:19:43;0
20-10-2023 16:20:43;0
20-10-2023 16:21:43;0
20-10-2023 16:22:47;0
20-10-2023 16:23:43;0
20-10-2023 16:24:43;0
20-10-2023 16:25:47;0
20-10-2023 16:26:43;0
20-10-2023 16:27:43;0
20-10-2023 16:28:43;0
20-10-2023 16:29:43;0
20-10-2023 16:30:43;0
20-10-2023 16:32:43;0
20-10-2023 16:33:43;0
20-10-2023 16:34:43;0
20-10-2023 16:35:43;0
20-10-2023 16:36:43;0
20-10-2023 16:37:44;0
20-10-2023 16:38:43;0
20-10-2023 16:39:43;0
20-10-2023 16:40:43;0
20-10-2023 16:41:43;0
20-10-2023 16:42:43;0
20-10-2023 16:43:43;0
20-10-2023 16:44:43;0
20-10-2023 16:45:43;0
20-10-2023 16:46:43;0
20-10-2023 16:47:43;0
20-10-2023 16:48:43;0
20-10-2023 16:49:43;0
20-10-2023 16:50:43;0
20-10-2023 16:51:43;0
20-10-2023 16:52:43;0
20-10-2023 16:53:43;0
20-10-2023 16:54:43;0
20-10-2023 16:55:43;0
20-10-2023 16:56:44;0
20-10-2023 16:57:43;0
20-10-2023 16:58:43;0
20-10-2023 16:59:43;0
20-10-2023 17:00:43;0
20-10-2023 17:01:44;0
20-10-2023 17:02:43;0
20-10-2023 17:03:43;0
20-10-2023 17:04:43;0
20-10-2023 17:05:43;0
20-10-2023 17:06:43;0
20-10-2023 17:07:43;0
20-10-2023 17:08:48;0
20-10-2023 17:09:43;0
20-10-2023 17:10:44;0
20-10-2023 17:11:43;0
20-10-2023 17:12:43;0
20-10-2023 17:13:46;0
20-10-2023 17:14:44;0
20-10-2023 17:15:47;0
20-10-2023 17:16:44;0
20-10-2023 17:17:43;0
20-10-2023 17:18:43;0
20-10-2023 17:19:44;0
20-10-2023 17:20:44;0
20-10-2023 17:21:44;0
20-10-2023 17:22:44;0
20-10-2023 17:23:44;0
20-10-2023 17:24:43;0
20-10-2023 17:25:43;0
20-10-2023 17:26:43;0
20-10-2023 17:27:44;0
20-10-2023 17:28:44;0
20-10-2023 17:29:44;0
20-10-2023 17:30:44;0
20-10-2023 17:31:44;0
20-10-2023 17:32:44;0
20-10-2023 17:33:44;0
20-10-2023 17:34:44;0
20-10-2023 17:35:44;0
20-10-2023 17:36:44;0
20-10-2023 17:37:44;0
20-10-2023 17:38:44;0
20-10-2023 17:39:44;0
20-10-2023 17:40:44;0
20-10-2023 17:41:44;0
20-10-2023 17:42:44;0
20-10-2023 17:43:44;0
20-10-2023 17:44:44;0
20-10-2023 17:45:44;0
20-10-2023 17:46:44;0
20-10-2023 17:48:44;0
20-10-2023 17:49:44;0
20-10-2023 17:50:44;0
20-10-2023 17:51:47;0
20-10-2023 17:52:44;0
20-10-2023 17:53:44;0
20-10-2023 17:54:44;0
20-10-2023 17:55:44;0
20-10-2023 17:56:44;0
20-10-2023 17:57:44;0
20-10-2023 17:58:45;0
20-10-2023 17:59:45;0
20-10-2023 18:00:45;0
20-10-2023 18:01:45;0
20-10-2023 18:02:45;0
20-10-2023 18:03:45;0
20-10-2023 18:04:45;0
20-10-2023 18:05:45;0
20-10-2023 18:06:45;0
20-10-2023 18:08:45;0
20-10-2023 18:09:45;0
20-10-2023 18:10:45;0
20-10-2023 18:11:45;0
20-10-2023 18:12:45;0
20-10-2023 18:13:45;0
20-10-2023 18:14:45;0
20-10-2023 18:15:45;0
20-10-2023 18:16:45;0
20-10-2023 18:17:45;0
20-10-2023 18:18:45;0
20-10-2023 18:19:45;0
20-10-2023 18:20:45;0
20-10-2023 18:21:45;0
20-10-2023 18:22:45;0
20-10-2023 18:23:45;0
20-10-2023 18:24:45;0
20-10-2023 18:25:45;0
20-10-2023 18:26:45;0
20-10-2023 18:28:45;0
20-10-2023 18:29:45;0
20-10-2023 18:30:45;0
20-10-2023 18:31:45;0
20-10-2023 18:33:45;0
20-10-2023 18:34:45;0
20-10-2023 18:35:45;0
20-10-2023 18:36:45;0
20-10-2023 18:37:45;0
20-10-2023 18:38:45;0
20-10-2023 18:39:45;0
20-10-2023 18:40:45;0
20-10-2023 18:41:45;0
20-10-2023 18:42:45;0
20-10-2023 18:43:45;0
20-10-2023 18:44:45;0
20-10-2023 18:45:45;0
20-10-2023 18:46:45;0
20-10-2023 18:47:45;0
20-10-2023 18:48:45;0
20-10-2023 18:49:45;0
20-10-2023 18:50:45;0
20-10-2023 18:51:45;0
20-10-2023 18:52:45;0
20-10-2023 18:53:45;0
20-10-2023 18:54:45;0
20-10-2023 18:55:45;0
20-10-2023 18:56:45;0
20-10-2023 18:57:45;0
20-10-2023 18:58:45;0
20-10-2023 18:59:45;0
20-10-2023 19:00:45;0
20-10-2023 19:01:45;0
20-10-2023 19:02:45;0
20-10-2023 19:03:45;0
20-10-2023 19:04:45;0
20-10-2023 19:05:45;0
20-10-2023 19:06:45;0
20-10-2023 19:07:45;0
20-10-2023 19:08:45;0
20-10-2023 19:09:45;0
20-10-2023 19:10:45;0
20-10-2023 19:11:45;0
20-10-2023 19:13:45;0
20-10-2023 19:14:45;0
20-10-2023 19:15:45;0
20-10-2023 19:16:45;0
20-10-2023 19:17:45;0
20-10-2023 19:18:45;0
20-10-2023 19:19:45;0
20-10-2023 19:21:45;0
20-10-2023 19:22:46;0
20-10-2023 19:23:45;0
20-10-2023 19:24:45;0
20-10-2023 19:25:45;0
20-10-2023 19:26:45;0
20-10-2023 19:27:45;0
20-10-2023 19:28:45;0
20-10-2023 19:29:45;0
20-10-2023 19:30:45;0
20-10-2023 19:31:45;0
20-10-2023 19:32:45;0
20-10-2023 19:33:45;0
20-10-2023 19:34:45;0
20-10-2023 19:35:45;0
20-10-2023 19:36:45;0
20-10-2023 19:37:45;0
20-10-2023 19:38:45;0
20-10-2023 19:39:45;0
20-10-2023 19:40:45;0
20-10-2023 19:41:45;0
20-10-2023 19:43:45;0
20-10-2023 19:44:45;0
20-10-2023 19:45:45;0
20-10-2023 19:46:45;0
20-10-2023 19:47:45;0
20-10-2023 19:48:45;0
20-10-2023 19:49:45;0
20-10-2023 19:50:45;0
20-10-2023 19:51:45;0
20-10-2023 19:52:45;0
20-10-2023 19:53:45;0
20-10-2023 19:54:49;0
20-10-2023 19:55:45;0
20-10-2023 19:56:45;0
20-10-2023 19:57:45;0
20-10-2023 19:58:45;0
20-10-2023 19:59:45;0
20-10-2023 20:00:45;0
20-10-2023 20:01:45;0
20-10-2023 20:02:45;0
20-10-2023 20:03:45;0
20-10-2023 20:04:49;0
20-10-2023 20:05:45;0
20-10-2023 20:06:45;0
20-10-2023 20:07:45;0
20-10-2023 20:08:45;0
20-10-2023 20:09:45;0
20-10-2023 20:10:45;0
20-10-2023 20:11:45;0
20-10-2023 20:13:45;0
20-10-2023 20:14:45;0
20-10-2023 20:15:45;0
20-10-2023 20:16:45;0
20-10-2023 20:17:45;0
20-10-2023 20:18:45;0
20-10-2023 20:19:45;0
20-10-2023 20:20:45;0
20-10-2023 20:21:46;0
20-10-2023 20:22:45;0
20-10-2023 20:23:45;0
20-10-2023 20:24:45;0
20-10-2023 20:25:45;0
20-10-2023 20:26:45;0
20-10-2023 20:27:45;0
20-10-2023 20:28:45;0
20-10-2023 20:29:45;0
20-10-2023 20:30:45;0
20-10-2023 20:31:45;0
20-10-2023 20:32:45;0
20-10-2023 20:33:45;0
20-10-2023 20:34:45;0
20-10-2023 20:35:45;0
20-10-2023 20:36:45;0
20-10-2023 20:37:45;0
20-10-2023 20:38:45;0
20-10-2023 20:39:17;1
20-10-2023 20:39:23;0
20-10-2023 20:39:45;0
20-10-2023 20:40:45;0
20-10-2023 20:41:45;0
20-10-2023 20:42:45;0
20-10-2023 20:43:45;0
20-10-2023 20:44:45;0
20-10-2023 20:45:45;0
20-10-2023 20:46:45;0
20-10-2023 20:47:45;0
20-10-2023 20:48:45;0
20-10-2023 20:49:45;0
20-10-2023 20:51:45;0
20-10-2023 20:52:45;0
20-10-2023 20:53:45;0
20-10-2023 20:54:45;0
20-10-2023 20:55:45;0
20-10-2023 20:56:45;0
20-10-2023 20:57:45;0
20-10-2023 20:58:45;0
20-10-2023 20:59:45;0
20-10-2023 21:00:45;0
20-10-2023 21:01:45;0
20-10-2023 21:02:45;0
20-10-2023 21:03:45;0
20-10-2023 21:04:50;0
20-10-2023 21:05:45;0
20-10-2023 21:06:45;0
20-10-2023 21:07:45;0
20-10-2023 21:08:45;0
20-10-2023 21:09:45;0
20-10-2023 21:10:45;0
20-10-2023 21:11:45;0
20-10-2023 21:13:45;0
20-10-2023 21:14:45;0
20-10-2023 21:15:45;0
20-10-2023 21:16:45;0
20-10-2023 21:17:45;0
20-10-2023 21:18:45;0
20-10-2023 21:19:45;0
20-10-2023 21:20:45;0
20-10-2023 21:21:45;0
20-10-2023 21:22:45;0
20-10-2023 21:23:45;0
20-10-2023 21:24:45;0
20-10-2023 21:25:45;0
20-10-2023 21:26:46;0
20-10-2023 21:27:49;0
20-10-2023 21:28:45;0
20-10-2023 21:29:45;0
20-10-2023 21:30:45;0
20-10-2023 21:31:45;0
20-10-2023 21:32:45;0
20-10-2023 21:33:45;0
20-10-2023 21:34:45;0
20-10-2023 21:35:45;0
20-10-2023 21:36:45;0
20-10-2023 21:37:45;0
20-10-2023 21:38:45;0
20-10-2023 21:39:45;0
20-10-2023 21:40:45;0
20-10-2023 21:41:45;0
20-10-2023 21:42:45;0
20-10-2023 21:43:45;0
20-10-2023 21:44:50;0
20-10-2023 21:45:46;0
20-10-2023 21:46:45;0
20-10-2023 21:47:45;0
20-10-2023 21:48:45;0
20-10-2023 21:49:45;0
20-10-2023 21:50:45;0
20-10-2023 21:51:46;0
20-10-2023 21:52:45;0
20-10-2023 21:53:45;0
20-10-2023 21:54:45;0
20-10-2023 21:55:46;0
20-10-2023 21:56:46;0
20-10-2023 21:57:46;0
20-10-2023 21:58:46;0
20-10-2023 21:59:46;0
20-10-2023 22:00:46;0
20-10-2023 22:01:47;0
20-10-2023 22:02:46;0
20-10-2023 22:03:46;0
20-10-2023 22:04:46;0
20-10-2023 22:05:46;0
20-10-2023 22:06:46;0
20-10-2023 22:07:46;0
20-10-2023 22:08:46;0
20-10-2023 22:09:47;0
20-10-2023 22:10:47;0
20-10-2023 22:11:46;0
20-10-2023 22:12:46;0
20-10-2023 22:13:47;0
20-10-2023 22:14:47;0
20-10-2023 22:15:47;0
20-10-2023 22:16:46;0
20-10-2023 22:17:46;0
20-10-2023 22:18:47;0
20-10-2023 22:19:47;0
20-10-2023 22:20:47;0
20-10-2023 22:21:47;0
20-10-2023 22:22:47;0
20-10-2023 22:23:46;0
20-10-2023 22:25:47;0
20-10-2023 22:26:47;0
20-10-2023 22:27:47;0
20-10-2023 22:28:47;0
20-10-2023 22:29:47;0
20-10-2023 22:30:47;0
20-10-2023 22:31:46;0
20-10-2023 22:32:47;0
20-10-2023 22:33:47;0
20-10-2023 22:34:47;0
20-10-2023 22:35:47;0
20-10-2023 22:36:47;0
20-10-2023 22:37:47;0
20-10-2023 22:38:47;0
20-10-2023 22:39:47;0
20-10-2023 22:40:47;0
20-10-2023 22:41:47;0
20-10-2023 22:42:47;0
20-10-2023 22:43:47;0
20-10-2023 22:44:47;0
20-10-2023 22:45:47;0
20-10-2023 22:46:47;0
20-10-2023 22:47:47;0
20-10-2023 22:48:50;0
20-10-2023 22:49:47;0
20-10-2023 22:50:47;0
20-10-2023 22:51:47;0
20-10-2023 22:52:47;0
20-10-2023 22:53:47;0
20-10-2023 22:54:47;0
20-10-2023 22:55:47;0
20-10-2023 22:56:47;0
20-10-2023 22:57:47;0
20-10-2023 22:58:47;0
20-10-2023 22:59:47;0
20-10-2023 23:00:47;0
20-10-2023 23:01:47;0
20-10-2023 23:02:47;0
20-10-2023 23:03:47;0
20-10-2023 23:04:47;0
20-10-2023 23:05:47;0
20-10-2023 23:06:47;0
20-10-2023 23:07:47;0
20-10-2023 23:08:47;0
20-10-2023 23:09:47;0
20-10-2023 23:10:47;0
20-10-2023 23:11:47;0
20-10-2023 23:12:47;0
20-10-2023 23:13:47;0
20-10-2023 23:14:47;0
20-10-2023 23:15:47;0
20-10-2023 23:16:47;0
20-10-2023 23:17:47;0
20-10-2023 23:18:47;0
20-10-2023 23:19:47;0
20-10-2023 23:20:47;0
20-10-2023 23:21:47;0
20-10-2023 23:22:47;0
