PoC AB12;
00-80-00-00-a0-00-af-5b - SALA 2.1 (AB12-P2-SALA-AL20);
01/10/2023 - 31/10/2023;
;
Timestamp;people - Número de personas detectadas (#) -  
17-10-2023 01:23:03;0
17-10-2023 01:28:03;0
17-10-2023 01:33:03;0
17-10-2023 01:38:03;0
17-10-2023 01:43:03;0
17-10-2023 01:48:07;0
17-10-2023 01:53:03;0
17-10-2023 01:58:03;0
17-10-2023 02:03:06;0
17-10-2023 02:08:03;0
17-10-2023 02:13:06;0
17-10-2023 02:18:03;0
17-10-2023 02:23:03;0
17-10-2023 02:28:03;0
17-10-2023 02:33:03;0
17-10-2023 02:38:03;0
17-10-2023 02:43:03;0
17-10-2023 02:48:03;0
17-10-2023 02:53:03;0
17-10-2023 02:58:03;0
17-10-2023 03:03:06;0
17-10-2023 03:08:03;0
17-10-2023 03:13:03;0
17-10-2023 03:18:03;0
17-10-2023 03:23:03;0
17-10-2023 03:28:03;0
17-10-2023 03:33:03;0
17-10-2023 03:38:03;0
17-10-2023 03:43:04;0
17-10-2023 03:48:04;0
17-10-2023 03:53:04;0
17-10-2023 03:58:04;0
17-10-2023 04:03:04;0
17-10-2023 04:08:04;0
17-10-2023 04:10:14;1
17-10-2023 04:10:23;0
17-10-2023 04:13:04;0
17-10-2023 04:18:04;0
17-10-2023 04:23:04;0
17-10-2023 04:28:04;0
17-10-2023 04:33:04;0
17-10-2023 04:38:04;0
17-10-2023 04:43:04;0
17-10-2023 04:48:04;0
17-10-2023 04:53:04;0
17-10-2023 04:58:04;0
17-10-2023 05:03:04;0
17-10-2023 05:08:04;0
17-10-2023 05:13:04;0
17-10-2023 05:18:04;0
17-10-2023 05:23:05;0
17-10-2023 05:28:04;0
17-10-2023 05:33:04;0
17-10-2023 05:38:04;0
17-10-2023 05:43:04;0
17-10-2023 05:48:04;0
17-10-2023 05:53:07;0
17-10-2023 05:58:05;0
17-10-2023 06:03:05;0
17-10-2023 06:08:05;0
17-10-2023 06:13:05;0
17-10-2023 06:18:05;0
17-10-2023 06:23:05;0
17-10-2023 06:28:05;0
17-10-2023 06:33:05;0
17-10-2023 06:38:05;0
17-10-2023 06:43:05;0
17-10-2023 06:48:05;0
17-10-2023 06:53:05;0
17-10-2023 06:58:05;0
17-10-2023 07:03:05;0
17-10-2023 07:08:05;0
17-10-2023 07:13:05;0
17-10-2023 07:18:05;0
17-10-2023 07:23:05;0
17-10-2023 07:28:05;0
17-10-2023 07:33:05;0
17-10-2023 07:38:05;0
17-10-2023 07:43:05;0
17-10-2023 07:48:05;0
17-10-2023 07:53:06;0
17-10-2023 07:58:06;0
17-10-2023 08:03:06;0
17-10-2023 08:08:06;0
17-10-2023 08:13:09;0
17-10-2023 08:18:06;0
17-10-2023 08:23:06;0
17-10-2023 08:28:06;0
17-10-2023 08:33:06;0
17-10-2023 08:38:06;0
17-10-2023 08:43:06;0
17-10-2023 08:48:06;0
17-10-2023 08:53:06;0
17-10-2023 08:58:06;0
17-10-2023 09:03:06;0
17-10-2023 09:08:06;0
17-10-2023 09:13:06;0
17-10-2023 09:18:06;0
17-10-2023 09:23:06;0
17-10-2023 09:28:06;0
17-10-2023 09:33:06;0
17-10-2023 09:38:06;0
17-10-2023 09:43:06;0
17-10-2023 09:48:06;0
17-10-2023 09:53:06;0
17-10-2023 09:58:06;0
17-10-2023 10:03:06;0
17-10-2023 10:08:06;0
17-10-2023 10:13:06;0
17-10-2023 10:18:06;0
17-10-2023 10:23:09;0
17-10-2023 10:28:07;0
17-10-2023 14:48:09;0
17-10-2023 14:53:12;0
17-10-2023 14:58:08;0
17-10-2023 15:03:09;0
17-10-2023 15:08:08;0
17-10-2023 15:13:09;0
17-10-2023 15:18:09;0
17-10-2023 15:23:09;0
17-10-2023 15:28:09;0
17-10-2023 15:33:09;0
17-10-2023 15:38:09;0
17-10-2023 15:43:09;0
17-10-2023 15:48:09;0
17-10-2023 15:53:10;0
17-10-2023 15:58:10;0
17-10-2023 16:03:10;0
17-10-2023 16:08:10;0
17-10-2023 16:13:14;0
17-10-2023 16:18:10;0
17-10-2023 16:23:10;0
17-10-2023 16:28:10;0
17-10-2023 16:33:10;0
17-10-2023 16:38:10;0
17-10-2023 16:43:10;0
17-10-2023 16:48:10;0
17-10-2023 16:53:10;0
17-10-2023 16:58:10;0
17-10-2023 17:03:10;0
17-10-2023 17:08:10;0
17-10-2023 17:13:10;0
17-10-2023 17:18:13;0
17-10-2023 17:23:10;0
17-10-2023 17:28:10;0
17-10-2023 17:33:10;0
17-10-2023 17:38:10;0
17-10-2023 17:43:14;0
17-10-2023 17:45:36;1
17-10-2023 17:45:49;0
17-10-2023 17:46:01;1
17-10-2023 17:46:08;0
17-10-2023 17:48:10;0
17-10-2023 17:53:10;0
17-10-2023 17:58:10;0
17-10-2023 18:03:10;0
17-10-2023 18:08:10;0
17-10-2023 18:13:10;0
17-10-2023 18:18:10;0
17-10-2023 18:23:10;0
17-10-2023 18:28:10;0
17-10-2023 18:33:10;0
17-10-2023 18:38:10;0
17-10-2023 18:43:10;0
17-10-2023 18:48:10;0
17-10-2023 18:53:10;0
17-10-2023 18:58:10;0
17-10-2023 19:03:13;0
17-10-2023 19:08:10;0
17-10-2023 19:13:10;0
17-10-2023 19:18:10;0
17-10-2023 19:23:10;0
17-10-2023 19:28:10;0
17-10-2023 19:33:10;0
17-10-2023 19:38:14;0
17-10-2023 19:43:13;0
17-10-2023 19:48:10;0
17-10-2023 19:53:11;0
17-10-2023 19:58:11;0
17-10-2023 20:03:12;0
17-10-2023 20:08:11;0
17-10-2023 20:13:12;0
17-10-2023 20:18:12;0
17-10-2023 20:23:12;0
17-10-2023 20:28:12;0
17-10-2023 20:33:12;0
17-10-2023 20:38:12;0
17-10-2023 20:43:12;0
17-10-2023 20:48:12;0
17-10-2023 20:53:12;0
17-10-2023 20:58:12;0
17-10-2023 21:03:12;0
17-10-2023 21:08:12;0
17-10-2023 21:13:12;0
17-10-2023 21:18:15;0
17-10-2023 21:23:12;0
17-10-2023 21:28:12;0
17-10-2023 21:33:12;0
17-10-2023 21:38:12;0
17-10-2023 21:43:12;0
17-10-2023 21:48:12;0
17-10-2023 21:53:12;0
17-10-2023 21:58:12;0
17-10-2023 22:03:12;0
17-10-2023 22:08:12;0
17-10-2023 22:13:12;0
17-10-2023 22:18:12;0
17-10-2023 22:23:12;0
17-10-2023 22:28:12;0
17-10-2023 22:33:12;0
17-10-2023 22:38:12;0
17-10-2023 22:43:12;0
17-10-2023 22:48:12;0
17-10-2023 22:53:12;0
17-10-2023 22:58:12;0
17-10-2023 23:03:12;0
17-10-2023 23:08:12;0
17-10-2023 23:13:12;0
17-10-2023 23:18:12;0
17-10-2023 23:23:12;0
17-10-2023 23:28:12;0
17-10-2023 23:33:12;0
17-10-2023 23:38:12;0
17-10-2023 23:43:12;0
17-10-2023 23:48:12;0
17-10-2023 23:53:12;0
17-10-2023 23:58:13;0
18-10-2023 00:03:12;0
18-10-2023 00:08:13;0
18-10-2023 00:13:13;0
18-10-2023 00:18:13;0
18-10-2023 00:23:13;0
18-10-2023 00:28:14;0
18-10-2023 00:33:14;0
18-10-2023 00:38:14;0
18-10-2023 00:43:17;0
18-10-2023 00:48:14;0
18-10-2023 00:53:14;0
18-10-2023 00:58:14;0
18-10-2023 01:03:14;0
18-10-2023 01:08:14;0
18-10-2023 01:13:14;0
18-10-2023 01:18:14;0
18-10-2023 01:23:17;0
18-10-2023 01:28:14;0
18-10-2023 01:33:14;0
18-10-2023 01:38:14;0
18-10-2023 01:43:14;0
18-10-2023 01:48:14;0
18-10-2023 01:53:14;0
18-10-2023 01:58:14;0
18-10-2023 02:03:14;0
18-10-2023 02:08:14;0
18-10-2023 02:13:14;0
18-10-2023 02:18:14;0
18-10-2023 02:23:14;0
18-10-2023 02:28:18;0
18-10-2023 02:33:17;0
18-10-2023 02:38:14;0
18-10-2023 02:43:14;0
18-10-2023 02:48:14;0
18-10-2023 02:53:14;0
18-10-2023 02:58:14;0
18-10-2023 03:03:14;0
18-10-2023 03:08:14;0
18-10-2023 03:13:14;0
18-10-2023 03:18:14;0
18-10-2023 03:23:14;0
18-10-2023 03:28:14;0
18-10-2023 03:33:14;0
18-10-2023 03:38:14;0
18-10-2023 03:43:14;0
18-10-2023 03:48:14;0
18-10-2023 03:53:14;0
18-10-2023 03:58:14;0
18-10-2023 04:03:18;0
18-10-2023 04:08:14;0
18-10-2023 04:13:15;0
18-10-2023 04:18:15;0
18-10-2023 04:23:15;0
18-10-2023 04:28:15;0
18-10-2023 04:33:16;0
18-10-2023 04:38:15;0
18-10-2023 04:43:15;0
18-10-2023 04:48:15;0
18-10-2023 04:53:15;0
18-10-2023 04:58:15;0
18-10-2023 05:03:15;0
18-10-2023 05:08:15;0
18-10-2023 05:13:16;0
18-10-2023 05:18:16;0
18-10-2023 05:23:16;0
18-10-2023 05:28:15;0
18-10-2023 05:33:16;0
18-10-2023 05:38:16;0
18-10-2023 05:43:16;0
18-10-2023 05:48:16;0
18-10-2023 05:53:16;0
18-10-2023 05:58:16;0
18-10-2023 06:03:16;0
18-10-2023 06:08:16;0
18-10-2023 06:13:16;0
18-10-2023 06:18:16;0
18-10-2023 06:23:16;0
18-10-2023 06:28:16;0
18-10-2023 06:33:16;0
18-10-2023 06:38:16;0
18-10-2023 06:43:16;0
18-10-2023 06:48:19;0
18-10-2023 06:53:16;0
18-10-2023 06:58:16;0
18-10-2023 07:03:16;0
18-10-2023 07:08:16;0
18-10-2023 07:13:16;0
18-10-2023 07:18:19;0
18-10-2023 07:23:19;0
18-10-2023 07:28:16;0
18-10-2023 07:33:16;0
18-10-2023 07:38:16;0
18-10-2023 07:43:16;0
18-10-2023 07:48:16;0
18-10-2023 07:53:20;0
18-10-2023 07:58:16;0
18-10-2023 08:03:16;0
18-10-2023 08:08:16;0
18-10-2023 08:13:17;0
18-10-2023 08:18:16;0
18-10-2023 08:23:16;0
18-10-2023 08:28:17;0
18-10-2023 08:33:17;0
18-10-2023 08:37:40;1
18-10-2023 08:37:48;0
18-10-2023 08:37:54;1
18-10-2023 08:38:06;0
18-10-2023 08:38:17;0
18-10-2023 08:38:32;1
18-10-2023 08:38:46;0
18-10-2023 08:38:55;1
18-10-2023 08:39:03;1
18-10-2023 08:39:14;0
18-10-2023 08:39:23;0
18-10-2023 08:39:33;1
18-10-2023 08:39:47;1
18-10-2023 08:39:49;0
18-10-2023 08:40:11;1
18-10-2023 08:40:18;0
18-10-2023 08:40:29;1
18-10-2023 08:40:44;1
18-10-2023 08:40:59;0
18-10-2023 08:43:17;0
18-10-2023 08:43:41;1
18-10-2023 08:43:51;0
18-10-2023 08:45:07;1
18-10-2023 08:45:26;0
18-10-2023 08:48:17;0
18-10-2023 08:53:17;0
18-10-2023 08:58:17;0
18-10-2023 09:03:17;0
18-10-2023 09:08:17;0
18-10-2023 09:13:09;0
18-10-2023 09:13:17;0
18-10-2023 09:14:12;1
18-10-2023 09:14:23;0
18-10-2023 09:15:53;1
18-10-2023 09:16:02;0
18-10-2023 09:18:17;0
18-10-2023 09:23:17;0
18-10-2023 09:28:17;0
18-10-2023 09:31:10;1
18-10-2023 09:31:20;0
18-10-2023 09:31:37;1
18-10-2023 09:31:46;0
18-10-2023 09:32:35;1
18-10-2023 09:32:52;0
18-10-2023 09:33:17;0
18-10-2023 09:33:43;1
18-10-2023 09:33:51;0
18-10-2023 09:34:45;1
18-10-2023 09:35:09;0
18-10-2023 09:38:18;0
18-10-2023 09:41:20;1
18-10-2023 09:41:44;0
18-10-2023 09:43:17;0
18-10-2023 09:45:50;1
18-10-2023 09:46:15;0
18-10-2023 09:48:17;0
18-10-2023 09:48:45;1
18-10-2023 09:48:54;0
18-10-2023 09:53:18;0
18-10-2023 09:58:18;0
18-10-2023 10:01:22;1
18-10-2023 10:01:39;0
18-10-2023 10:01:48;1
18-10-2023 10:02:05;0
18-10-2023 10:03:18;0
18-10-2023 10:08:18;0
18-10-2023 10:08:49;1
18-10-2023 10:09:06;0
18-10-2023 10:10:32;1
18-10-2023 10:10:44;1
18-10-2023 10:10:54;0
18-10-2023 10:11:00;1
18-10-2023 10:11:09;0
18-10-2023 10:13:18;0
18-10-2023 10:16:43;1
18-10-2023 10:16:53;0
18-10-2023 10:17:42;1
18-10-2023 10:18:17;0
18-10-2023 10:23:18;0
18-10-2023 10:23:23;1
18-10-2023 10:23:42;0
18-10-2023 10:28:18;0
18-10-2023 10:33:18;0
18-10-2023 10:33:59;1
18-10-2023 10:34:05;0
18-10-2023 10:34:48;1
18-10-2023 10:35:01;0
18-10-2023 10:35:22;1
18-10-2023 10:35:28;0
18-10-2023 10:38:18;0
18-10-2023 10:43:18;0
18-10-2023 10:48:18;0
18-10-2023 10:53:18;0
18-10-2023 10:58:18;0
18-10-2023 11:02:45;1
18-10-2023 11:03:03;0
18-10-2023 11:03:10;1
18-10-2023 11:03:18;1
18-10-2023 11:03:45;0
18-10-2023 11:08:18;0
18-10-2023 11:13:18;0
18-10-2023 11:23:18;0
18-10-2023 11:28:18;0
18-10-2023 11:33:18;0
18-10-2023 11:38:18;0
18-10-2023 11:43:18;0
18-10-2023 11:48:18;0
18-10-2023 11:53:18;0
18-10-2023 11:58:18;0
18-10-2023 12:03:18;0
18-10-2023 12:08:18;0
18-10-2023 12:13:18;0
18-10-2023 12:18:18;0
18-10-2023 12:22:44;1
18-10-2023 12:22:52;0
18-10-2023 12:23:00;1
18-10-2023 12:23:09;0
18-10-2023 12:23:18;0
18-10-2023 12:28:18;0
18-10-2023 12:33:16;1
18-10-2023 12:33:27;0
18-10-2023 12:38:18;0
18-10-2023 12:43:19;0
18-10-2023 12:46:20;1
18-10-2023 12:46:27;0
18-10-2023 12:47:42;1
18-10-2023 12:48:02;0
18-10-2023 12:48:09;1
18-10-2023 12:48:19;0
18-10-2023 12:49:06;1
18-10-2023 12:49:16;0
18-10-2023 12:53:19;0
18-10-2023 12:57:15;1
18-10-2023 12:58:00;0
18-10-2023 12:58:19;0
18-10-2023 12:58:26;1
18-10-2023 12:58:34;0
18-10-2023 13:00:31;1
18-10-2023 13:00:39;0
18-10-2023 13:03:19;0
18-10-2023 13:06:26;1
18-10-2023 13:06:33;0
18-10-2023 13:08:19;0
18-10-2023 13:13:22;0
18-10-2023 13:18:19;0
18-10-2023 13:23:19;0
18-10-2023 13:27:01;1
18-10-2023 13:27:09;0
18-10-2023 13:28:19;0
18-10-2023 13:29:11;1
18-10-2023 13:29:19;0
18-10-2023 13:29:30;1
18-10-2023 13:29:37;0
18-10-2023 13:33:23;1
18-10-2023 13:33:28;0
18-10-2023 13:33:47;1
18-10-2023 13:33:58;0
18-10-2023 13:34:15;1
18-10-2023 13:34:22;0
18-10-2023 13:34:31;1
18-10-2023 13:35:16;0
18-10-2023 13:35:38;1
18-10-2023 13:35:49;0
18-10-2023 13:38:19;0
18-10-2023 13:38:40;1
18-10-2023 13:38:48;0
18-10-2023 13:42:46;1
18-10-2023 13:42:53;0
18-10-2023 13:43:19;0
18-10-2023 13:43:30;1
18-10-2023 13:43:38;0
18-10-2023 13:44:11;1
18-10-2023 13:44:52;0
18-10-2023 13:45:34;1
18-10-2023 13:45:42;0
18-10-2023 13:48:19;0
18-10-2023 13:53:20;0
18-10-2023 13:58:20;0
18-10-2023 14:03:19;0
18-10-2023 14:08:19;0
18-10-2023 14:13:19;0
18-10-2023 14:18:19;0
18-10-2023 14:23:19;0
18-10-2023 14:28:19;0
18-10-2023 14:29:18;1
18-10-2023 14:29:32;1
18-10-2023 14:30:00;0
18-10-2023 14:32:33;1
18-10-2023 14:33:17;0
18-10-2023 14:36:15;1
18-10-2023 14:36:26;0
18-10-2023 14:36:41;1
18-10-2023 14:37:07;0
18-10-2023 14:38:12;1
18-10-2023 14:38:20;1
18-10-2023 14:38:27;0
18-10-2023 14:39:31;1
18-10-2023 14:39:48;0
18-10-2023 14:42:28;1
18-10-2023 14:42:36;0
18-10-2023 14:43:20;0
18-10-2023 14:48:20;0
18-10-2023 14:49:44;1
18-10-2023 14:49:53;0
18-10-2023 14:53:20;0
18-10-2023 14:54:25;1
18-10-2023 14:55:33;0
18-10-2023 14:58:20;0
18-10-2023 15:03:20;0
18-10-2023 15:05:36;1
18-10-2023 15:05:43;0
18-10-2023 15:08:20;0
18-10-2023 15:09:18;1
18-10-2023 15:09:31;0
18-10-2023 15:13:20;0
18-10-2023 15:18:20;0
18-10-2023 15:22:36;1
18-10-2023 15:22:45;1
18-10-2023 15:23:08;0
18-10-2023 15:23:20;0
18-10-2023 15:25:03;1
18-10-2023 15:25:37;0
18-10-2023 15:26:06;1
18-10-2023 15:26:25;0
18-10-2023 15:28:20;1
18-10-2023 15:29:28;0
18-10-2023 15:32:24;1
18-10-2023 15:32:53;0
18-10-2023 15:33:20;0
18-10-2023 15:38:20;0
18-10-2023 15:40:35;1
18-10-2023 15:43:20;0
18-10-2023 15:48:20;0
18-10-2023 15:49:22;1
18-10-2023 15:49:34;0
18-10-2023 15:53:20;0
18-10-2023 15:55:07;1
18-10-2023 15:55:14;0
18-10-2023 15:58:20;0
18-10-2023 16:03:21;0
18-10-2023 16:08:23;0
18-10-2023 16:10:29;1
18-10-2023 16:10:36;1
18-10-2023 16:10:49;0
18-10-2023 16:12:27;1
18-10-2023 16:12:35;0
18-10-2023 16:13:20;0
18-10-2023 16:17:29;1
18-10-2023 16:17:38;0
18-10-2023 16:18:20;0
18-10-2023 16:19:30;1
18-10-2023 16:19:40;0
18-10-2023 16:22:36;1
18-10-2023 16:22:43;0
18-10-2023 16:28:20;0
18-10-2023 16:29:30;1
18-10-2023 16:30:18;0
18-10-2023 16:33:20;0
18-10-2023 16:38:20;0
18-10-2023 16:39:27;1
18-10-2023 16:39:52;0
18-10-2023 16:40:05;1
18-10-2023 16:40:13;0
18-10-2023 16:43:20;0
18-10-2023 16:48:21;0
18-10-2023 16:53:21;0
18-10-2023 16:55:51;1
18-10-2023 16:56:20;0
18-10-2023 16:56:46;1
18-10-2023 16:56:50;0
18-10-2023 16:58:23;0
18-10-2023 17:01:12;1
18-10-2023 17:02:12;0
18-10-2023 17:02:20;1
18-10-2023 17:02:29;0
18-10-2023 17:02:39;1
18-10-2023 17:02:44;1
18-10-2023 17:02:50;1
18-10-2023 17:03:18;0
18-10-2023 17:03:21;1
18-10-2023 17:03:35;1
18-10-2023 17:04:32;1
18-10-2023 17:04:55;0
18-10-2023 17:05:03;1
18-10-2023 17:05:12;0
18-10-2023 17:08:21;0
18-10-2023 17:13:21;0
18-10-2023 17:18:21;0
18-10-2023 17:23:25;0
18-10-2023 17:28:21;0
18-10-2023 17:33:21;0
18-10-2023 17:38:25;0
18-10-2023 17:43:25;0
18-10-2023 17:48:21;0
18-10-2023 17:53:21;0
18-10-2023 17:58:21;0
18-10-2023 18:03:21;0
18-10-2023 18:08:21;0
18-10-2023 18:13:21;0
18-10-2023 18:18:21;0
18-10-2023 18:23:21;0
18-10-2023 18:28:21;0
18-10-2023 18:33:25;0
18-10-2023 18:38:22;0
18-10-2023 18:43:25;0
18-10-2023 18:48:22;0
18-10-2023 18:53:25;0
18-10-2023 18:58:22;0
18-10-2023 19:03:22;0
18-10-2023 19:08:22;0
18-10-2023 19:13:22;0
18-10-2023 19:18:22;0
18-10-2023 19:20:37;1
18-10-2023 19:20:44;0
18-10-2023 19:20:52;0
18-10-2023 19:21:03;1
18-10-2023 19:21:16;1
18-10-2023 19:21:31;0
18-10-2023 19:21:41;1
18-10-2023 19:21:50;1
18-10-2023 19:21:59;0
18-10-2023 19:23:22;0
18-10-2023 19:28:22;0
18-10-2023 19:33:22;0
18-10-2023 19:38:22;0
18-10-2023 19:43:22;0
18-10-2023 19:48:22;0
18-10-2023 19:53:22;0
18-10-2023 19:58:22;0
18-10-2023 20:03:22;0
18-10-2023 20:08:22;0
18-10-2023 20:13:22;0
18-10-2023 20:18:22;0
18-10-2023 20:23:22;0
18-10-2023 20:28:22;0
18-10-2023 20:33:22;0
18-10-2023 20:38:22;0
18-10-2023 20:43:22;0
18-10-2023 20:48:22;0
18-10-2023 20:53:23;0
18-10-2023 20:58:27;0
18-10-2023 21:03:23;0
18-10-2023 21:08:23;0
18-10-2023 21:13:23;0
18-10-2023 21:18:27;0
18-10-2023 21:23:23;0
18-10-2023 21:28:23;0
18-10-2023 21:33:23;0
18-10-2023 21:38:23;0
18-10-2023 21:43:23;0
18-10-2023 21:48:23;0
18-10-2023 21:53:23;0
18-10-2023 21:58:23;0
18-10-2023 22:03:23;0
18-10-2023 22:08:23;0
18-10-2023 22:13:23;0
18-10-2023 22:18:23;0
18-10-2023 22:23:23;0
18-10-2023 22:28:23;0
18-10-2023 22:33:23;0
18-10-2023 22:38:23;0
18-10-2023 22:43:23;0
18-10-2023 22:48:23;0
18-10-2023 22:53:23;0
18-10-2023 22:58:23;0
18-10-2023 23:03:24;0
18-10-2023 23:08:23;0
18-10-2023 23:13:24;0
18-10-2023 23:18:23;0
18-10-2023 23:23:23;0
18-10-2023 23:28:23;0
18-10-2023 23:33:24;0
18-10-2023 23:38:24;0
18-10-2023 23:43:24;0
18-10-2023 23:48:24;0
18-10-2023 23:53:24;0
18-10-2023 23:58:24;0
19-10-2023 00:03:24;0
19-10-2023 00:08:24;0
19-10-2023 00:13:24;0
19-10-2023 00:18:24;0
19-10-2023 00:23:24;0
19-10-2023 00:28:24;0
19-10-2023 00:33:24;0
19-10-2023 00:38:24;0
19-10-2023 00:43:24;0
19-10-2023 00:48:24;0
19-10-2023 00:53:24;0
19-10-2023 00:58:24;0
19-10-2023 01:03:25;0
19-10-2023 01:08:25;0
19-10-2023 01:13:25;0
19-10-2023 01:18:25;0
19-10-2023 01:23:25;0
19-10-2023 01:28:25;0
19-10-2023 01:33:25;0
19-10-2023 01:38:25;0
19-10-2023 01:43:25;0
19-10-2023 01:48:25;0
19-10-2023 01:53:25;0
19-10-2023 01:58:25;0
19-10-2023 02:03:25;0
19-10-2023 02:08:25;0
19-10-2023 02:13:25;0
19-10-2023 02:18:25;0
19-10-2023 02:23:25;0
19-10-2023 02:28:25;0
19-10-2023 02:33:25;0
19-10-2023 02:38:25;0
19-10-2023 02:43:25;0
19-10-2023 02:48:25;0
19-10-2023 02:53:29;0
19-10-2023 02:58:25;0
19-10-2023 03:03:25;0
19-10-2023 03:08:25;0
19-10-2023 03:13:25;0
19-10-2023 03:18:25;0
19-10-2023 03:23:25;0
19-10-2023 03:28:25;0
19-10-2023 03:33:25;0
19-10-2023 03:38:25;0
19-10-2023 03:43:25;0
19-10-2023 03:48:25;0
19-10-2023 03:53:25;0
19-10-2023 03:58:25;0
19-10-2023 04:03:25;0
19-10-2023 04:08:25;0
19-10-2023 04:13:25;0
19-10-2023 04:18:25;0
19-10-2023 04:23:29;0
19-10-2023 04:28:26;0
19-10-2023 04:33:26;0
19-10-2023 04:43:26;0
19-10-2023 04:48:26;0
19-10-2023 04:53:26;0
19-10-2023 04:58:26;0
19-10-2023 05:03:26;0
19-10-2023 05:08:26;0
19-10-2023 05:13:26;0
19-10-2023 05:18:27;0
19-10-2023 05:23:27;0
19-10-2023 05:28:27;0
19-10-2023 05:33:27;0
19-10-2023 05:38:27;0
19-10-2023 05:43:27;0
19-10-2023 05:48:27;0
19-10-2023 05:53:27;0
19-10-2023 05:58:27;0
19-10-2023 06:08:27;0
19-10-2023 06:13:27;0
19-10-2023 06:18:27;0
19-10-2023 06:23:31;0
19-10-2023 06:28:27;0
19-10-2023 06:33:27;0
19-10-2023 06:38:31;0
19-10-2023 06:43:27;0
19-10-2023 06:48:27;0
19-10-2023 06:53:27;0
19-10-2023 06:58:27;0
19-10-2023 07:03:27;0
19-10-2023 07:08:27;0
19-10-2023 07:13:27;0
19-10-2023 07:18:27;0
19-10-2023 07:23:27;0
19-10-2023 07:28:27;0
19-10-2023 07:33:31;0
19-10-2023 07:38:27;0
19-10-2023 07:43:27;0
19-10-2023 07:48:27;0
19-10-2023 07:53:27;0
19-10-2023 07:58:27;0
19-10-2023 08:03:27;0
19-10-2023 08:08:27;0
19-10-2023 08:13:27;0
19-10-2023 08:18:27;0
19-10-2023 08:23:27;0
19-10-2023 08:28:27;0
19-10-2023 08:33:27;0
19-10-2023 08:38:28;0
19-10-2023 08:43:28;0
19-10-2023 08:48:28;0
19-10-2023 08:53:28;0
19-10-2023 08:58:28;0
19-10-2023 09:03:28;0
19-10-2023 09:08:28;0
19-10-2023 09:13:28;0
19-10-2023 09:18:28;0
19-10-2023 09:23:28;0
19-10-2023 09:28:28;0
19-10-2023 09:33:29;0
19-10-2023 09:38:29;0
19-10-2023 09:43:29;0
19-10-2023 09:48:29;0
19-10-2023 09:53:29;0
19-10-2023 09:58:29;0
19-10-2023 10:03:29;0
19-10-2023 10:08:29;0
19-10-2023 10:13:29;0
19-10-2023 10:18:29;0
19-10-2023 10:23:29;0
19-10-2023 10:28:29;0
19-10-2023 10:33:29;0
19-10-2023 10:38:29;0
